Time,AccumGyroZ,AngularVelocityZDevice,AngularVelocityZWorld,Yaw,
429.617,,0,,,
429.715,,,-0.035156,,
429.715,,,-0.035156,,
429.715,,,-0.035156,,
429.83,,,-0.097656,,
429.83,,,-0.097656,,
429.83,,,-0.097656,,
429.868,597.304688,0,,,
429.868,597.304688,0,,,
429.868,597.304688,0,,,
429.868,597.304688,0,,,
429.868,597.304688,0,,,
429.915,,,0.023438,,
429.915,,,0.023438,,
430.015,,,0.023438,,
430.015,,,0.023438,,
430.015,,,0.023438,,
430.117,597.304688,,,,
430.117,597.304688,,,,
430.117,597.304688,,,,
430.117,597.304688,,,,
430.117,597.304688,,,,
430.117,597.304688,,,,
430.118,,0,-0.003906,,
430.118,,0,-0.003906,,
430.118,,0,-0.003906,,
430.118,,0,,,
430.118,,0,,,
430.118,,0,,,
430.216,,,0.058594,,
430.216,,,0.058594,,
430.216,,,0.058594,,
430.332,,,0.011719,,
430.332,,,0.011719,,
430.371,597.304688,0.060976,,,
430.371,597.304688,0.060976,,,
430.371,597.304688,0.060976,,,
430.371,597.304688,0.060976,,,
430.371,597.304688,0.060976,,,
430.416,,,0.003906,,
430.416,,,0.003906,,
430.416,,,0.003906,,
430.516,,,0,,
430.516,,,0,,
430.516,,,0,,
430.617,597.304688,,,,
430.617,597.304688,,,,
430.617,597.304688,,,,
430.617,597.304688,,,,
430.617,597.304688,,,,
430.618,,0,0,,
430.618,,0,0,,
430.618,,0,0,,
430.618,,0,,,
430.618,,0,,,
430.715,,,0,,
430.715,,,0,,
430.715,,,0,,
430.832,,,0.027344,,
430.832,,,0.027344,,
430.868,597.348633,0,,,
430.868,597.348633,0,,,
430.868,597.348633,0,,,
430.868,597.348633,0,,,
